product_id,date,price,year,week,sales_units
12,2017-02-28,89.9,2017,9,2
12,2017-03-01,89.9,2017,9,1
12,2017-03-02,89.9,2017,9,1
12,2017-03-04,89.9,2017,9,1
12,2017-03-05,89.9,2017,9,2
12,2017-03-06,89.9,2017,10,2
12,2017-03-08,89.9,2017,10,1
12,2017-03-09,89.9,2017,10,1
12,2017-03-11,89.9,2017,10,1
12,2017-03-13,89.9,2017,11,2
12,2017-03-16,89.9,2017,11,2
12,2017-03-20,89.9,2017,12,2
12,2017-03-23,89.9,2017,12,2
12,2017-03-27,89.9,2017,13,2
12,2017-03-30,89.9,2017,13,1
12,2017-03-31,89.9,2017,13,1
12,2017-04-01,89.9,2017,13,2
12,2017-04-03,89.9,2017,14,1
12,2017-04-04,89.9,2017,14,2
12,2017-04-06,89.9,2017,14,2
12,2017-04-07,89.9,2017,14,2
12,2017-04-11,89.9,2017,15,1
12,2017-04-12,89.9,2017,15,1
12,2017-04-15,89.9,2017,15,2
12,2017-04-16,89.9,2017,15,1
12,2017-04-17,89.9,2017,16,1
12,2017-04-18,89.9,2017,16,3
12,2017-04-19,89.9,2017,16,1
12,2017-04-20,89.9,2017,16,3
12,2017-04-21,89.9,2017,16,1
12,2017-04-22,89.9,2017,16,3
12,2017-04-23,89.9,2017,16,1
12,2017-04-24,89.9,2017,17,3
12,2017-04-25,89.9,2017,17,1
12,2017-04-27,89.9,2017,17,1
12,2017-04-28,89.9,2017,17,1
12,2017-04-30,89.9,2017,17,1
12,2017-05-01,89.9,2017,18,3
12,2017-05-02,89.9,2017,18,1
12,2017-05-03,89.9,2017,18,2
12,2017-05-04,89.9,2017,18,2
12,2017-05-05,89.9,2017,18,1
12,2017-05-07,89.9,2017,18,1
12,2017-05-08,89.9,2017,19,3
12,2017-05-09,89.9,2017,19,1
12,2017-05-10,89.9,2017,19,1
12,2017-05-11,89.9,2017,19,1
12,2017-05-12,89.9,2017,19,5
12,2017-05-13,89.9,2017,19,4
12,2017-05-14,89.9,2017,19,2
12,2017-05-15,89.9,2017,20,2
12,2017-05-16,89.9,2017,20,3
12,2017-05-17,89.9,2017,20,2
